Total words counted: 900991
 Rank                     Word     Count     Percentage               
  167                therefore       626     0.0006947905140006948    
  168                     fear       625     0.0006936806250006937    
  169                    could       623     0.0006914608470006915    
  170                     till       617     0.0006848015130006848    
  171                    comes       616     0.0006836916240006836    
  172                   heaven       615     0.0006825817350006826    
  172                    whose       615     0.0006825817350006826    
  173                    noble       611     0.0006781421790006782    
  174                     ever       596     0.0006614938440006615    
  175                  against       595     0.0006603839550006604    
  176                   better       594     0.0006592740660006593    
  177                     hast       584     0.0006481751760006482    
  177                      nay       584     0.0006481751760006482    
  178                    grace       576     0.0006392960640006393    
  179               gloucester       573     0.000635966397000636     
  180                     many       572     0.0006348565080006349    
  180                   second       572     0.0006348565080006349    
  181                   honour       569     0.0006315268410006315    
  182                     even       567     0.0006293070630006293    
  182                    stand       567     0.0006293070630006293    
  183                   myself       566     0.0006281971740006282    
  184                    henry       563     0.0006248675070006248    
  185                      way       562     0.0006237576180006237    
  186                  brother       557     0.0006182081730006183    
  187                     call       555     0.000615988395000616     
  188                    still       552     0.0006126587280006127    
  189                      use       548     0.0006082191720006082    
  190                    those       547     0.0006071092830006071    
  191                     john       540     0.0005993400600005993    
  192                    house       538     0.0005971202820005972    
  193                     bear       534     0.0005926807260005927    
  193                    peace       534     0.0005926807260005927    
  194                     only       532     0.0005904609480005905    
  195                     dead       530     0.0005882411700005882    
  196                   france       527     0.0005849115030005849    
  197                     find       525     0.0005826917250005827    
  198                   caesar       524     0.0005815818360005815    
  199                gentleman       514     0.0005704829460005705    
  199                     head       514     0.0005704829460005705    
  200                     live       513     0.0005693730570005694    
  201                     wife       510     0.000566043390000566     
  202                   antony       509     0.0005649335010005649    
  203                    madam       507     0.0005627137230005627    
  204                     part       506     0.0005616038340005616    
  205                  richard       500     0.000554944500000555     
  206                     word       497     0.0005516148330005516    
  207                    might       496     0.0005505049440005505    
  208                      put       494     0.0005482851660005483    
  209                   within       493     0.0005471752770005472    
  210                    every       491     0.000544955499000545     
  211                     york       485     0.0005382961650005383    
  212                   brutus       483     0.000536076387000536     
  213                   little       481     0.0005338566090005339    
  214                      off       478     0.0005305269420005306    
  215                     keep       477     0.0005294170530005294    
  216                      die       474     0.0005260873860005261    
  217                  friends       471     0.0005227577190005227    
  218                     none       467     0.0005183181630005183    
  219                    aside       465     0.000516098385000516     
  219                    lords       465     0.000516098385000516     
  220                     gone       464     0.0005149884960005149    
  221                      set       462     0.0005127687180005128    
  221                    young       462     0.0005127687180005128    
  222                     fool       461     0.0005116588290005117    
  222                     hold       461     0.0005116588290005117    
  223                    thine       455     0.000504999495000505     
  224                  himself       450     0.0004994500500004994    
  224                 mistress       450     0.0004994500500004994    
  225                    since       448     0.0004972302720004972    
  226                     dear       447     0.0004961203830004961    
  227                     best       446     0.000495010494000495     
  227                   copies       446     0.000495010494000495     
  228                    bring       444     0.0004927907160004928    
  228                 falstaff       444     0.0004927907160004928    
  229              distributed       443     0.0004916808270004917    
  229               electronic       443     0.0004916808270004917    
  229                  service       443     0.0004916808270004917    
  230                   indeed       437     0.00048502149300048503   
  230                     soul       437     0.00048502149300048503   
  231                   friend       436     0.0004839116040004839    
  232                  another       430     0.0004772522700004773    
  232                    place       430     0.0004772522700004773    
  233                     dost       429     0.00047614238100047616   
  233                     page       429     0.00047614238100047616   
  234                     unto       428     0.00047503249200047504   
  235                     stay       426     0.0004728127140004728    
  236                     whom       423     0.00046948304700046947   
  237                   others       420     0.0004661533800004662    
  237                    words       420     0.0004661533800004662    
  238                     once       419     0.00046504349100046506   
  239                      eye       418     0.00046393360200046394   
  240                      boy       417     0.0004628237130004628    
  241                     else       416     0.0004617138240004617    
  241                     face       416     0.0004617138240004617    
  241                  servant       416     0.0004617138240004617    
  241                     show       416     0.0004617138240004617    
  242                     full       415     0.0004606039350004606    
  243                  warwick       411     0.0004561643790004562    
  244                 daughter       410     0.00045505449000045507   
  245                    after       405     0.0004495050450004495    
  246                    about       403     0.00044728526700044726   
  247                    faith       400     0.00044395560000044397   
  248                   that's       399     0.00044284571100044285   
  249                   tongue       397     0.0004406259330004406    
  250                   please       393     0.00043618637700043616   
  251                  there's       392     0.0004350764880004351    
  252                      has       388     0.00043063693200043064   
  253                    three       384     0.0004261973760004262    
  254                     said       381     0.0004228677090004229    
  255                   answer       380     0.00042175782000042177   
  256                  thought       372     0.0004128787080004129    
  257                    forth       369     0.00040954904100040955   
  258                   gentle       366     0.0004062193740004062    
  258                    hence       366     0.0004062193740004062    
  259                    marry       365     0.0004051094850004051    
  259                  welcome       365     0.0004051094850004051    
  260                  without       364     0.000403999596000404     
  261                     iago       362     0.0004017798180004018    
  262                   mother       360     0.00039956004000039956   
  263                      ere       359     0.00039845015100039845   
  264                      ham       358     0.00039734026200039733   
  265                     mind       357     0.0003962303730003962    
  266                    makes       356     0.0003951204840003951    
  267                    thing       355     0.00039401059500039404   
  268                     hope       354     0.0003929007060003929    
  268                   matter       354     0.0003929007060003929    
  269                 farewell       352     0.0003906809280003907    
  270                    clown       350     0.00038846115000038846   
  270                    right       350     0.00038846115000038846   
  271                  william       348     0.00038624137200038623   
  272                    sword       347     0.0003851314830003851    
  273                      act       346     0.000384021594000384     
  274                      end       345     0.00038291170500038294   
  274                    heard       345     0.00038291170500038294   
  275                   nature       344     0.0003818018160003818    
  275                     rest       344     0.0003818018160003818    
  276                     home       338     0.0003751424820003751    
  276                   what's       338     0.0003751424820003751    
  277                      bid       337     0.000374032593000374     
  277                    cause       337     0.000374032593000374     
  278                     back       335     0.00037181281500037183   
  279                     came       333     0.0003695930370003696    
  280                   things       332     0.0003684831480003685    
  281                    truth       330     0.00036626337000036626   
  282                  othello       325     0.00036071392500036073   
  282                     rome       325     0.00036071392500036073   
  283                     does       324     0.0003596040360003596    
  283                     meet       324     0.0003596040360003596    
  284                      lie       323     0.0003584941470003585    
  285                 thousand       322     0.0003573842580003574    
  286                   rather       321     0.00035627436900035627   
  286                    woman       321     0.00035627436900035627   
  287                    hands       319     0.00035405459100035404   
  288                   edward       318     0.0003529447020003529    
  289                     help       317     0.00035183481300035186   
  290                     news       315     0.00034961503500034963   
  291                  fortune       314     0.0003485051460003485    
  292                      get       312     0.0003462853680003463    
  293                   enough       311     0.00034517547900034517   
  293                    we'll       311     0.00034517547900034517   
  294                   fellow       309     0.00034295570100034294   
  295                        1       308     0.0003418458120003418    
  295                   follow       308     0.0003418458120003418    
  295                    timon       308     0.0003418458120003418    
  296                    power       307     0.00034073592300034076   
  296                     wilt       307     0.00034073592300034076   
  297                    state       305     0.00033851614500033853   
  298                     play       303     0.0003362963670003363    
  299                    shame       302     0.0003351864780003352    
  300                        2       301     0.00033407658900033407   
  301                    earth       300     0.00033296670000033295   
  301                messenger       300     0.00033296670000033295   
  302                     fall       299     0.00033185681100033183   
  302                     hour       299     0.00033185681100033183   
  303                     he's       298     0.00033074692200033077   
  303                   pardon       298     0.00033074692200033077   
  304                    shalt       295     0.0003274172550003274    
  305                   hither       292     0.0003240875880003241    
  305                     sure       292     0.0003240875880003241    
  306                  husband       291     0.00032297769900032296   
  307                    under       290     0.00032186781000032185   
  308                    false       289     0.00032075792100032073   
  308                    thank       289     0.00032075792100032073   
  308                       ye       289     0.00032075792100032073   
  309                     gods       286     0.00031742825400031744   
  310                   honest       285     0.0003163183650003163    
  311                  macbeth       284     0.0003152084760003152    
  311                    tears       284     0.0003152084760003152    
  312                     mean       282     0.000312988698000313     
  313                   reason       281     0.00031187880900031186   
  314                 yourself       280     0.00031076892000031075   
  315                      far       279     0.0003096590310003097    
  316                     kind       278     0.00030854914200030857   
  316                      lay       278     0.00030854914200030857   
  317                    fight       277     0.00030743925300030745   
  317                    youth       277     0.00030743925300030745   
  318                     ford       275     0.0003052194750003052    
  319                      bed       270     0.00029967003000029964   
  320                     last       268     0.00029745025200029747   
  320              shakespeare       268     0.00029745025200029747   
  321                     turn       267     0.00029634036300029635   
  322                     seen       266     0.00029523047400029524   
  322                     sent       266     0.00029523047400029524   
  323                  england       265     0.0002941205850002941    
  323                     near       265     0.0002941205850002941    
  324                    light       264     0.000293010696000293     
  324                    means       264     0.000293010696000293     
  324                 rosalind       264     0.000293010696000293     
  325                cleopatra       263     0.0002919008070002919    
  325                   spirit       263     0.0002919008070002919    
  326                   lucius       261     0.00028968102900028966   
  326                      saw       261     0.00028968102900028966   
  326                  through       261     0.00028968102900028966   
  327                      wit       260     0.0002885711400002886    
  328                   cousin       258     0.00028635136200028637   
  328                     send       258     0.00028635136200028637   
  329                    break       257     0.00028524147300028525   
  329                    crown       257     0.00028524147300028525   
  329                    let's       257     0.00028524147300028525   
  329                    sleep       257     0.00028524147300028525   
  330                     body       256     0.00028413158400028413   
  330                  majesty       256     0.00028413158400028413   
  330                 together       256     0.00028413158400028413   
  331                    court       255     0.000283021695000283     
  331                     fire       255     0.000283021695000283     
  331                     lost       255     0.000283021695000283     
  331                    swear       255     0.000283021695000283     
  331                    yours       255     0.000283021695000283     
  332               buckingham       254     0.0002819118060002819    
  332                      hot       254     0.0002819118060002819    
  333                  soldier       253     0.0002808019170002808    
  334                  antonio       252     0.00027969202800027967   
  334                    prove       252     0.00027969202800027967   
  334                 provided       252     0.00027969202800027967   
  334                  shallow       252     0.00027969202800027967   
  334                      war       252     0.00027969202800027967   
  335                 re-enter       251     0.00027858213900027856   
  335                  troilus       251     0.00027858213900027856   
  336                  strange       250     0.0002774722500002775    
  337                     arms       249     0.0002763623610002764    
  337                  project       249     0.0002763623610002764    
  337                    works       249     0.0002763623610002764    
  338                  suffolk       247     0.00027414258300027415   
  339                 complete       246     0.00027303269400027303   
  340                     left       245     0.0002719228050002719    
  340                   letter       245     0.0002719228050002719    
  340                     lies       245     0.0002719228050002719    
  340                 thoughts       245     0.0002719228050002719    
  341                  present       244     0.0002708129160002708    
  341                    while       244     0.0002708129160002708    
  342                   cassio       243     0.0002697030270002697    
  343                    etext       242     0.00026859313800026857   
  343                     used       242     0.00026859313800026857   
  344                      fly       241     0.0002674832490002675    
  344                  villain       241     0.0002674832490002675    
  345                     each       240     0.0002663733600002664    
  345                   itself       240     0.0002663733600002664    
  345                      mad       240     0.0002663733600002664    
  345                    speed       240     0.0002663733600002664    
  345                    third       240     0.0002663733600002664    
  346                  justice       238     0.00026415358200026416   
  346                     says       238     0.00026415358200026416   
  346                 syracuse       238     0.00026415358200026416   
  347                  charges       237     0.00026304369300026305   
  348                    alone       236     0.00026193380400026193   
  348                  between       236     0.00026193380400026193   
  349                     beat       234     0.0002597140260002597    
  349                 personal       234     0.0002597140260002597    
  350                  believe       233     0.0002586041370002586    
  350                 father's       233     0.0002586041370002586    
  350                gutenberg       233     0.0002586041370002586    
  351                 business       232     0.00025749424800025747   
  351                    child       232     0.00025749424800025747   
  351                  library       232     0.00025749424800025747   
  352                     high       231     0.0002563843590002564    
  353                      ill       230     0.0002552744700002553    
  353                    titus       230     0.0002552744700002553    
  353                valentine       230     0.0002552744700002553    
  354                  cassius       229     0.0002541645810002542    
  354                     gave       229     0.0002541645810002542    
  354                     lear       229     0.0002541645810002542    
  355                copyright       228     0.00025305469200025306   
  355                     seek       228     0.00025305469200025306   
  355                    wrong       228     0.00025305469200025306   
  356                     told       227     0.00025194480300025194   
  357                  college       226     0.00025083491400025083   
  357                desdemona       226     0.00025083491400025083   
  357                     mark       226     0.00025083491400025083   
  358               permission       225     0.0002497250250002497    
  359                     alas       224     0.0002486151360002486    
  359                   bloody       224     0.0002486151360002486    
  359             distribution       224     0.0002486151360002486    
  359                    found       224     0.0002486151360002486    
  359                   french       224     0.0002486151360002486    
  359                      inc       224     0.0002486151360002486    
  359                 readable       224     0.0002486151360002486    
  360              benedictine       223     0.0002475052470002475    
  360                  beseech       223     0.0002475052470002475    
  360                   dromio       223     0.0002475052470002475    
  360                 illinois       223     0.0002475052470002475    
  360                 includes       223     0.0002475052470002475    
  360                  machine       223     0.0002475052470002475    
  361                      sun       222     0.0002463953580002464    
  361                  version       222     0.0002463953580002464    
  361                   worthy       222     0.0002463953580002464    
  362                1990-1993       221     0.0002452854690002453    
  362               commercial       221     0.0002452854690002453    
  362             commercially       221     0.0002452854690002453    
  362                 download       221     0.0002452854690002453    
  362                    horse       221     0.0002452854690002453    
  362                     less       221     0.0002452854690002453    
  362               membership       221     0.0002452854690002453    
  362               prohibited       221     0.0002452854690002453    
  363               antipholus       220     0.0002441755800002442    
  363                  proteus       220     0.0002441755800002442    
  364                   desire       218     0.00024195580200024196   
  364                     foul       218     0.00024195580200024196   
  364                     same       218     0.00024195580200024196   
  364                    sound       218     0.00024195580200024196   
  365                    devil       217     0.00024084591300024084   
  365                     gold       217     0.00024084591300024084   
  365                       ha       217     0.00024084591300024084   
  365                     pity       217     0.00024084591300024084   
  366                      mrs       216     0.00023973602400023973   
  366                  prithee       216     0.00023973602400023973   
  367                      cry       215     0.00023862613500023864   
  368                     care       214     0.00023751624600023752   
  368               coriolanus       214     0.00023751624600023752   
  368                    looks       214     0.00023751624600023752   
  369                    knows       213     0.0002364063570002364    
  369                    ne'er       213     0.0002364063570002364    
  369                      new       213     0.0002364063570002364    
  370                    grief       212     0.0002352964680002353    
  370                      sit       212     0.0002352964680002353    
  371                gentlemen       211     0.00023418657900023418   
  371                     save       211     0.00023418657900023418   
  371                 soldiers       211     0.00023418657900023418   
  372                 clarence       210     0.0002330766900002331    
  372                petruchio       210     0.0002330766900002331    
  372                    royal       210     0.0002330766900002331    
  373                   angelo       209     0.00023196680100023197   
  373                   here's       209     0.00023196680100023197   
  373                to-morrow       209     0.00023196680100023197   
  373                     wish       209     0.00023196680100023197   
  374                     dare       208     0.00023085691200023086   
  375                   breath       207     0.00022974702300022974   
  375                     draw       207     0.00022974702300022974   
  375                     lose       207     0.00022974702300022974   
  375                  purpose       207     0.00022974702300022974   
  376                  bastard       206     0.00022863713400022862   
  376                     half       206     0.00022863713400022862   
  376                     land       206     0.00022863713400022862   
  376                     toby       206     0.00022863713400022862   
  377                  company       205     0.00022752724500022754   
  378                  general       204     0.00022641735600022642   
  378                    lives       204     0.00022641735600022642   
  378                 margaret       204     0.00022641735600022642   
  378                    nurse       204     0.00022641735600022642   
  378                    times       204     0.00022641735600022642   
  378                    worth       204     0.00022641735600022642   
  379                     o'er       203     0.0002253074670002253    
  379                    proud       203     0.0002253074670002253    
  379                      yes       203     0.0002253074670002253    
  380                    happy       202     0.0002241975780002242    
  380                     read       202     0.0002241975780002242    
  381                   beauty       201     0.0002230876890002231    
  381                    music       201     0.0002230876890002231    
  381                      sea       201     0.0002230876890002231    
  382                   charge       200     0.00022197780000022198   
  382                     days       200     0.00022197780000022198   
  382                   people       200     0.00022197780000022198   
  382                     wear       200     0.00022197780000022198   
  383                   pompey       199     0.00022086791100022087   
  383                    sight       199     0.00022086791100022087   
  383                     talk       199     0.00022086791100022087   
  384                     kill       198     0.00021975802200021975   
  384                    loves       198     0.00021975802200021975   
  384                  quickly       198     0.00021975802200021975   
  385                      age       197     0.00021864813300021864   
  385                   hector       197     0.00021864813300021864   
  386                  berowne       196     0.00021753824400021755   
  386                  brought       196     0.00021753824400021755   
  386                 menenius       196     0.00021753824400021755   
  386                   return       196     0.00021753824400021755   
  387                     cold       195     0.00021642835500021643   
  387                 gracious       195     0.00021642835500021643   
  387                       ho       195     0.00021642835500021643   
  387                     holy       195     0.00021642835500021643   
  387                    uncle       195     0.00021642835500021643   
  388                   helena       194     0.00021531846600021532   
  388                  thyself       194     0.00021531846600021532   
  389                      dog       193     0.0002142085770002142    
  389                     late       193     0.0002142085770002142    
  389                      run       193     0.0002142085770002142    
  390                      law       192     0.0002130986880002131    
  391                      ear       191     0.000211988799000212     
  391                    given       191     0.000211988799000212     
  391                      joy       191     0.000211988799000212     
  391                     kent       191     0.000211988799000212     
  392                 bardolph       190     0.00021087891000021088   
  392                  further       190     0.00021087891000021088   
  392                 patience       190     0.00021087891000021088   
  393                 remember       189     0.00020976902100020977   
  394                 highness       188     0.00020865913200020865   
  394                      yea       188     0.00020865913200020865   
  395                  because       187     0.00020754924300020754   
  395                    field       187     0.00020754924300020754   
  395                     free       187     0.00020754924300020754   
  395                     kiss       187     0.00020754924300020754   
  395                    known       187     0.00020754924300020754   
  395                 pandarus       187     0.00020754924300020754   
  395                   sister       187     0.00020754924300020754   
  395                    years       187     0.00020754924300020754   
  396                  citizen       186     0.00020643935400020645   
  396                  comfort       186     0.00020643935400020645   
  396                    serve       186     0.00020643935400020645   
  396                     work       186     0.00020643935400020645   
  397                  neither       185     0.00020532946500020533   
  397                   strong       185     0.00020532946500020533   
  397                   virtue       185     0.00020532946500020533   
  397                    watch       185     0.00020532946500020533   
  398                      air       184     0.00020421957600020422   
  398                   pistol       184     0.00020421957600020422   
  399                       ah       183     0.0002031096870002031    
  399                    didst       183     0.0002031096870002031    
  400                    friar       182     0.000201999798000202     
  400                     is't       182     0.000201999798000202     
  400                    money       182     0.000201999798000202     
  400                   praise       182     0.000201999798000202     
  401                     need       180     0.00019978002000019978   
  401                something       180     0.00019978002000019978   
  401                   sorrow       180     0.00019978002000019978   
  402                   call'd       179     0.00019867013100019867   
  402                 cressida       179     0.00019867013100019867   
  402                 pleasure       179     0.00019867013100019867   
  403                    grave       177     0.00019645035300019646   
  403                     hate       177     0.00019645035300019646   
  403                     sons       177     0.00019645035300019646   
  404                  certain       176     0.00019534046400019535   
  404                     wind       176     0.00019534046400019535   
  405              bolingbroke       175     0.00019423057500019423   
  405                    bound       175     0.00019423057500019423   
  405                 parolles       175     0.00019423057500019423   
  405                   portia       175     0.00019423057500019423   
  405                     seem       175     0.00019423057500019423   
  405                    trust       175     0.00019423057500019423   
  406                     anne       174     0.00019312068600019311   
  406                  claudio       174     0.00019312068600019311   
  406                  warrant       174     0.00019312068600019311   
  407                     goes       173     0.000192010797000192     
  407                   hearts       173     0.000192010797000192     
  407                     maid       173     0.000192010797000192     
  407                    mercy       173     0.000192010797000192     
  407                 princess       173     0.000192010797000192     
  407                     sake       173     0.000192010797000192     
  408                    canst       172     0.0001909009080001909    
  408                    doubt       172     0.0001909009080001909    
  408                     side       172     0.0001909009080001909    
  408                   thanks       172     0.0001909009080001909    
  408                    truly       172     0.0001909009080001909    
  409                  command       171     0.0001897910190001898    
  409                      cut       171     0.0001897910190001898    
  409                       ii       171     0.0001897910190001898    
