Total words counted: 900991
 Rank                     Word     Count     Percentage               
  573                 codpiece         7     7.769223000007769e-06    
  573                   coffer         7     7.769223000007769e-06    
  573                      cog         7     7.769223000007769e-06    
  573                  combine         7     7.769223000007769e-06    
  573                commotion         7     7.769223000007769e-06    
  573              conclusions         7     7.769223000007769e-06    
  573                conquered         7     7.769223000007769e-06    
  573                consorted         7     7.769223000007769e-06    
  573                contagion         7     7.769223000007769e-06    
  573                converted         7     7.769223000007769e-06    
  573               conveyance         7     7.769223000007769e-06    
  573                   convoy         7     7.769223000007769e-06    
  573                   copper         7     7.769223000007769e-06    
  573                  corinth         7     7.769223000007769e-06    
  573                countries         7     7.769223000007769e-06    
  573                   counts         7     7.769223000007769e-06    
  573                  coupled         7     7.769223000007769e-06    
  573               courtier's         7     7.769223000007769e-06    
  573                  courtly         7     7.769223000007769e-06    
  573                   covert         7     7.769223000007769e-06    
  573                      cow         7     7.769223000007769e-06    
  573                    crier         7     7.769223000007769e-06    
  573                  cropp'd         7     7.769223000007769e-06    
  573           cross-garter'd         7     7.769223000007769e-06    
  573                   cull'd         7     7.769223000007769e-06    
  573                  cushion         7     7.769223000007769e-06    
  573                 cushions         7     7.769223000007769e-06    
  573                        d         7     7.769223000007769e-06    
  573                  d'elbow         7     7.769223000007769e-06    
  573                dalliance         7     7.769223000007769e-06    
  573                     dart         7     7.769223000007769e-06    
  573                    darts         7     7.769223000007769e-06    
  573                   dash'd         7     7.769223000007769e-06    
  573                    dealt         7     7.769223000007769e-06    
  573                deceitful         7     7.769223000007769e-06    
  573                 december         7     7.769223000007769e-06    
  573                   deck'd         7     7.769223000007769e-06    
  573                  declare         7     7.769223000007769e-06    
  573                declining         7     7.769223000007769e-06    
  573                  decreed         7     7.769223000007769e-06    
  573                    deity         7     7.769223000007769e-06    
  573                   delays         7     7.769223000007769e-06    
  573                   dennis         7     7.769223000007769e-06    
  573                    depth         7     7.769223000007769e-06    
  573                 desolate         7     7.769223000007769e-06    
  573                 dialogue         7     7.769223000007769e-06    
  573              differences         7     7.769223000007769e-06    
  573               directions         7     7.769223000007769e-06    
  573                  direful         7     7.769223000007769e-06    
  573                    dirty         7     7.769223000007769e-06    
  573              disciplines         7     7.769223000007769e-06    
  573              discontents         7     7.769223000007769e-06    
  573                 discreet         7     7.769223000007769e-06    
  573                disdain'd         7     7.769223000007769e-06    
  573                 disorder         7     7.769223000007769e-06    
  573                display'd         7     7.769223000007769e-06    
  573                 dissuade         7     7.769223000007769e-06    
  573               distinctly         7     7.769223000007769e-06    
  573                disturb'd         7     7.769223000007769e-06    
  573                    ditch         7     7.769223000007769e-06    
  573                     dive         7     7.769223000007769e-06    
  573                  doctors         7     7.769223000007769e-06    
  573                      doe         7     7.769223000007769e-06    
  573                dominions         7     7.769223000007769e-06    
  573                 doubting         7     7.769223000007769e-06    
  573                    dregs         7     7.769223000007769e-06    
  573                  driving         7     7.769223000007769e-06    
  573                    drove         7     7.769223000007769e-06    
  573                   drudge         7     7.769223000007769e-06    
  573                  durance         7     7.769223000007769e-06    
  573                    edict         7     7.769223000007769e-06    
  573               effeminate         7     7.769223000007769e-06    
  573                     eggs         7     7.769223000007769e-06    
  573                       en         7     7.769223000007769e-06    
  573               encounters         7     7.769223000007769e-06    
  573                 enjoin'd         7     7.769223000007769e-06    
  573                  enjoy'd         7     7.769223000007769e-06    
  573                   enjoys         7     7.769223000007769e-06    
  573                  enter'd         7     7.769223000007769e-06    
  573                epidamnum         7     7.769223000007769e-06    
  573                     ergo         7     7.769223000007769e-06    
  573                  esquire         7     7.769223000007769e-06    
  573                 esteemed         7     7.769223000007769e-06    
  573                 estimate         7     7.769223000007769e-06    
  573                    ev'ry         7     7.769223000007769e-06    
  573                  evident         7     7.769223000007769e-06    
  573                 examples         7     7.769223000007769e-06    
  573                   excels         7     7.769223000007769e-06    
  573                exchequer         7     7.769223000007769e-06    
  573                 external         7     7.769223000007769e-06    
  573                 eyesight         7     7.769223000007769e-06    
  573                 factions         7     7.769223000007769e-06    
  573                faculties         7     7.769223000007769e-06    
  573                   faints         7     7.769223000007769e-06    
  573                   falcon         7     7.769223000007769e-06    
  573                    fam'd         7     7.769223000007769e-06    
  573                   family         7     7.769223000007769e-06    
  573                  fancy's         7     7.769223000007769e-06    
  573                   fardel         7     7.769223000007769e-06    
  573               favourites         7     7.769223000007769e-06    
  573                fearfully         7     7.769223000007769e-06    
  573               first-born         7     7.769223000007769e-06    
  573                     flag         7     7.769223000007769e-06    
  573                   flow'r         7     7.769223000007769e-06    
  573                    flown         7     7.769223000007769e-06    
  573                    flows         7     7.769223000007769e-06    
  573                      fog         7     7.769223000007769e-06    
  573                   folded         7     7.769223000007769e-06    
  573                    forgo         7     7.769223000007769e-06    
  573                 formerly         7     7.769223000007769e-06    
  573                  fortify         7     7.769223000007769e-06    
  573                  frights         7     7.769223000007769e-06    
  573                fulfill'd         7     7.769223000007769e-06    
  573                   gain'd         7     7.769223000007769e-06    
  573                    gains         7     7.769223000007769e-06    
  573                    galls         7     7.769223000007769e-06    
  573                   gallus         7     7.769223000007769e-06    
  573                 gamester         7     7.769223000007769e-06    
  573                      gan         7     7.769223000007769e-06    
  573                  gaolers         7     7.769223000007769e-06    
  573                 gargrave         7     7.769223000007769e-06    
  573                   genius         7     7.769223000007769e-06    
  573                  ghostly         7     7.769223000007769e-06    
  573                   ginger         7     7.769223000007769e-06    
  573                     gnaw         7     7.769223000007769e-06    
  573                  gossips         7     7.769223000007769e-06    
  573                    graze         7     7.769223000007769e-06    
  573                 great'st         7     7.769223000007769e-06    
  573                 grecians         7     7.769223000007769e-06    
  573                greyhound         7     7.769223000007769e-06    
  573               grievances         7     7.769223000007769e-06    
  573                    gusts         7     7.769223000007769e-06    
  573                   halter         7     7.769223000007769e-06    
  573                  hapless         7     7.769223000007769e-06    
  573                   happen         7     7.769223000007769e-06    
  573             hard-hearted         7     7.769223000007769e-06    
  573                  hatches         7     7.769223000007769e-06    
  573                  haunted         7     7.769223000007769e-06    
  573                    heaps         7     7.769223000007769e-06    
  573              heart-blood         7     7.769223000007769e-06    
  573                    heigh         7     7.769223000007769e-06    
  573                  helping         7     7.769223000007769e-06    
  573               hereford's         7     7.769223000007769e-06    
  573                  heretic         7     7.769223000007769e-06    
  573                 hermia's         7     7.769223000007769e-06    
  573                 hind'red         7     7.769223000007769e-06    
  573                     hoar         7     7.769223000007769e-06    
  573                    holes         7     7.769223000007769e-06    
  573                 honestly         7     7.769223000007769e-06    
  573                 honoured         7     7.769223000007769e-06    
  573                     hood         7     7.769223000007769e-06    
  573                 hopeless         7     7.769223000007769e-06    
  573                 horribly         7     7.769223000007769e-06    
  573                housewife         7     7.769223000007769e-06    
  573                    hovel         7     7.769223000007769e-06    
  573               humbleness         7     7.769223000007769e-06    
  573                  huswife         7     7.769223000007769e-06    
  573                hypocrite         7     7.769223000007769e-06    
  573                     ides         7     7.769223000007769e-06    
  573             ill-favour'd         7     7.769223000007769e-06    
  573                 imminent         7     7.769223000007769e-06    
  573              impediments         7     7.769223000007769e-06    
  573               importun'd         7     7.769223000007769e-06    
  573               imposition         7     7.769223000007769e-06    
  573               imputation         7     7.769223000007769e-06    
  573                inclining         7     7.769223000007769e-06    
  573                    india         7     7.769223000007769e-06    
  573                 iniquity         7     7.769223000007769e-06    
  573                instances         7     7.769223000007769e-06    
  573                   invent         7     7.769223000007769e-06    
  573                      ish         7     7.769223000007769e-06    
  573                     itch         7     7.769223000007769e-06    
  573                    jacks         7     7.769223000007769e-06    
  573                      jar         7     7.769223000007769e-06    
  573                    jewry         7     7.769223000007769e-06    
  573                   john's         7     7.769223000007769e-06    
  573                   judg'd         7     7.769223000007769e-06    
  573                    juice         7     7.769223000007769e-06    
  573                 juliet's         7     7.769223000007769e-06    
  573                  justify         7     7.769223000007769e-06    
  573                  juvenal         7     7.769223000007769e-06    
  573                    kerns         7     7.769223000007769e-06    
  573                   killed         7     7.769223000007769e-06    
  573                     kite         7     7.769223000007769e-06    
  573                  knavish         7     7.769223000007769e-06    
  573                  knew'st         7     7.769223000007769e-06    
  573                    labor         7     7.769223000007769e-06    
  573                   lackey         7     7.769223000007769e-06    
  573                lamenting         7     7.769223000007769e-06    
  573                     lass         7     7.769223000007769e-06    
  573                  lawless         7     7.769223000007769e-06    
  573                    leaps         7     7.769223000007769e-06    
  573                  letting         7     7.769223000007769e-06    
  573                    liars         7     7.769223000007769e-06    
  573                 lightens         7     7.769223000007769e-06    
  573                  lioness         7     7.769223000007769e-06    
  573                   litter         7     7.769223000007769e-06    
  573                   loaden         7     7.769223000007769e-06    
  573                     logs         7     7.769223000007769e-06    
  573                   lowest         7     7.769223000007769e-06    
  573                  lullaby         7     7.769223000007769e-06    
  573                       ma         7     7.769223000007769e-06    
  573                macbeth's         7     7.769223000007769e-06    
  573                   mad'st         7     7.769223000007769e-06    
  573              magnanimous         7     7.769223000007769e-06    
  573                malignant         7     7.769223000007769e-06    
  573                 manifold         7     7.769223000007769e-06    
  573                 mannerly         7     7.769223000007769e-06    
  573                     mary         7     7.769223000007769e-06    
  573                    masks         7     7.769223000007769e-06    
  573                   mature         7     7.769223000007769e-06    
  573               meditation         7     7.769223000007769e-06    
  573                     meek         7     7.769223000007769e-06    
  573              merchandise         7     7.769223000007769e-06    
  573                  merited         7     7.769223000007769e-06    
  573                  merrier         7     7.769223000007769e-06    
  573                 mightier         7     7.769223000007769e-06    
  573                mightiest         7     7.769223000007769e-06    
  573                 mildness         7     7.769223000007769e-06    
  573                   mind's         7     7.769223000007769e-06    
  573                   minola         7     7.769223000007769e-06    
  573                 miracles         7     7.769223000007769e-06    
  573               misfortune         7     7.769223000007769e-06    
  573               misprision         7     7.769223000007769e-06    
  573                  missing         7     7.769223000007769e-06    
  573               mistresses         7     7.769223000007769e-06    
  573                   monday         7     7.769223000007769e-06    
  573                   moneys         7     7.769223000007769e-06    
  573                   monkey         7     7.769223000007769e-06    
  573                    moons         7     7.769223000007769e-06    
  573                  mortals         7     7.769223000007769e-06    
  573                  moulded         7     7.769223000007769e-06    
  573                 mounting         7     7.769223000007769e-06    
  573                 mournful         7     7.769223000007769e-06    
  573                      mow         7     7.769223000007769e-06    
  573               multitudes         7     7.769223000007769e-06    
  573                 murder'd         7     7.769223000007769e-06    
  573                murderous         7     7.769223000007769e-06    
  573                  musical         7     7.769223000007769e-06    
  573                negligent         7     7.769223000007769e-06    
  573            neighbourhood         7     7.769223000007769e-06    
  573                   nerves         7     7.769223000007769e-06    
  573                    ninth         7     7.769223000007769e-06    
  573                 normandy         7     7.769223000007769e-06    
  573                  nourish         7     7.769223000007769e-06    
  573                nourish'd         7     7.769223000007769e-06    
  573                 obdurate         7     7.769223000007769e-06    
  573                 obscur'd         7     7.769223000007769e-06    
  573                obsequies         7     7.769223000007769e-06    
  573                     od's         7     7.769223000007769e-06    
  573                  off'red         7     7.769223000007769e-06    
  573                  offends         7     7.769223000007769e-06    
  573               oftentimes         7     7.769223000007769e-06    
  573                 ordnance         7     7.769223000007769e-06    
  573                   organs         7     7.769223000007769e-06    
  573                    osric         7     7.769223000007769e-06    
  573                   ostler         7     7.769223000007769e-06    
  573                  outlaws         7     7.769223000007769e-06    
  573                   outrun         7     7.769223000007769e-06    
  573                 overtake         7     7.769223000007769e-06    
  573                   oyster         7     7.769223000007769e-06    
  573                    paces         7     7.769223000007769e-06    
  573                  palaces         7     7.769223000007769e-06    
  573                   parish         7     7.769223000007769e-06    
  573                  parthia         7     7.769223000007769e-06    
  573                  partial         7     7.769223000007769e-06    
  573                 pavilion         7     7.769223000007769e-06    
  573                   paying         7     7.769223000007769e-06    
  573                     peal         7     7.769223000007769e-06    
  573                 peasants         7     7.769223000007769e-06    
  573                 peculiar         7     7.769223000007769e-06    
  573                 peerless         7     7.769223000007769e-06    
  573               pennyworth         7     7.769223000007769e-06    
  573                   penury         7     7.769223000007769e-06    
  573              perfections         7     7.769223000007769e-06    
  573                 perfumes         7     7.769223000007769e-06    
  573                pestilent         7     7.769223000007769e-06    
  573                petticoat         7     7.769223000007769e-06    
  573                  phrynia         7     7.769223000007769e-06    
  573                   pirate         7     7.769223000007769e-06    
  573                     pith         7     7.769223000007769e-06    
  573                  planets         7     7.769223000007769e-06    
  573                   played         7     7.769223000007769e-06    
  573                 pleading         7     7.769223000007769e-06    
  573                 plucking         7     7.769223000007769e-06    
  573                  pockets         7     7.769223000007769e-06    
  573                    poise         7     7.769223000007769e-06    
  573                 poisoned         7     7.769223000007769e-06    
  573                   poorly         7     7.769223000007769e-06    
  573                  portion         7     7.769223000007769e-06    
  573                   posted         7     7.769223000007769e-06    
  573                  presage         7     7.769223000007769e-06    
  573               presenting         7     7.769223000007769e-06    
  573                probation         7     7.769223000007769e-06    
  573                 proceeds         7     7.769223000007769e-06    
  573               prodigious         7     7.769223000007769e-06    
  573                professes         7     7.769223000007769e-06    
  573                provision         7     7.769223000007769e-06    
  573                   prunes         7     7.769223000007769e-06    
  573                   pulpit         7     7.769223000007769e-06    
  573                     puny         7     7.769223000007769e-06    
  573                 purposed         7     7.769223000007769e-06    
  573                  pursues         7     7.769223000007769e-06    
  573               pursuivant         7     7.769223000007769e-06    
  573                qualified         7     7.769223000007769e-06    
  573              quarrelling         7     7.769223000007769e-06    
  573                quietness         7     7.769223000007769e-06    
  573                   raised         7     7.769223000007769e-06    
  573                   realms         7     7.769223000007769e-06    
  573                   rear'd         7     7.769223000007769e-06    
  573                receiving         7     7.769223000007769e-06    
  573                reck'ning         7     7.769223000007769e-06    
  573                 recorded         7     7.769223000007769e-06    
  573                recover'd         7     7.769223000007769e-06    
  573                 redeem'd         7     7.769223000007769e-06    
  573                  refus'd         7     7.769223000007769e-06    
  573                 regarded         7     7.769223000007769e-06    
  573                  regards         7     7.769223000007769e-06    
  573                 regiment         7     7.769223000007769e-06    
  573                  regions         7     7.769223000007769e-06    
  573              religiously         7     7.769223000007769e-06    
  573               repetition         7     7.769223000007769e-06    
  573                 requital         7     7.769223000007769e-06    
  573                   retain         7     7.769223000007769e-06    
  573                 returned         7     7.769223000007769e-06    
  573                 revenues         7     7.769223000007769e-06    
  573                  richest         7     7.769223000007769e-06    
  573                   riding         7     7.769223000007769e-06    
  573                   rous'd         7     7.769223000007769e-06    
  573                safeguard         7     7.769223000007769e-06    
  573                    saith         7     7.769223000007769e-06    
  573               salutation         7     7.769223000007769e-06    
  573               sanctified         7     7.769223000007769e-06    
  573                     sand         7     7.769223000007769e-06    
  573                scattered         7     7.769223000007769e-06    
  573                   sconce         7     7.769223000007769e-06    
  573                 scornful         7     7.769223000007769e-06    
  573                    scour         7     7.769223000007769e-06    
  573                scratch'd         7     7.769223000007769e-06    
  573                   sealed         7     7.769223000007769e-06    
  573                     seed         7     7.769223000007769e-06    
  573                self-love         7     7.769223000007769e-06    
  573                 selfsame         7     7.769223000007769e-06    
  573                  serving         7     7.769223000007769e-06    
  573               servingmen         7     7.769223000007769e-06    
  573                  session         7     7.769223000007769e-06    
  573                   severe         7     7.769223000007769e-06    
  573                   shifts         7     7.769223000007769e-06    
  573                   show'r         7     7.769223000007769e-06    
  573                   shrunk         7     7.769223000007769e-06    
  573                   sicken         7     7.769223000007769e-06    
  573                 silvia's         7     7.769223000007769e-06    
  573                 singular         7     7.769223000007769e-06    
  573                    skies         7     7.769223000007769e-06    
  573                 skirmish         7     7.769223000007769e-06    
  573              slaught'red         7     7.769223000007769e-06    
  573              slaughter'd         7     7.769223000007769e-06    
  573                  sleeves         7     7.769223000007769e-06    
  573                    smelt         7     7.769223000007769e-06    
  573                  smother         7     7.769223000007769e-06    
  573                    snail         7     7.769223000007769e-06    
  573                 snatch'd         7     7.769223000007769e-06    
  573                     soar         7     7.769223000007769e-06    
  573                   solace         7     7.769223000007769e-06    
  573                 solemnly         7     7.769223000007769e-06    
  573                    sores         7     7.769223000007769e-06    
  573                      sot         7     7.769223000007769e-06    
  573                southwell         7     7.769223000007769e-06    
  573                    spied         7     7.769223000007769e-06    
  573                 spotless         7     7.769223000007769e-06    
  573                   stable         7     7.769223000007769e-06    
  573                    stalk         7     7.769223000007769e-06    
  573                  starved         7     7.769223000007769e-06    
  573                  station         7     7.769223000007769e-06    
  573                  stepp'd         7     7.769223000007769e-06    
  573                   stew'd         7     7.769223000007769e-06    
  573              straightway         7     7.769223000007769e-06    
  573                 strangle         7     7.769223000007769e-06    
  573                strengths         7     7.769223000007769e-06    
  573                 suborn'd         7     7.769223000007769e-06    
  573                sufficeth         7     7.769223000007769e-06    
  573                  summers         7     7.769223000007769e-06    
  573              supper-time         7     7.769223000007769e-06    
  573                  supreme         7     7.769223000007769e-06    
  573                suspected         7     7.769223000007769e-06    
  573                sweetness         7     7.769223000007769e-06    
  573                  swiftly         7     7.769223000007769e-06    
  573                  sycorax         7     7.769223000007769e-06    
  573               syracusian         7     7.769223000007769e-06    
  573                  tailors         7     7.769223000007769e-06    
  573                  talk'st         7     7.769223000007769e-06    
  573                   tasted         7     7.769223000007769e-06    
  573                    taunt         7     7.769223000007769e-06    
  573                   taunts         7     7.769223000007769e-06    
  573                  teaches         7     7.769223000007769e-06    
  573                 temporal         7     7.769223000007769e-06    
  573                    tends         7     7.769223000007769e-06    
  573                   thames         7     7.769223000007769e-06    
  573               thankfully         7     7.769223000007769e-06    
  573                  thereon         7     7.769223000007769e-06    
  573                  they're         7     7.769223000007769e-06    
  573                   thorny         7     7.769223000007769e-06    
  573               throughout         7     7.769223000007769e-06    
  573                   tinker         7     7.769223000007769e-06    
  573                 tongue's         7     7.769223000007769e-06    
  573                    trail         7     7.769223000007769e-06    
  573                   trains         7     7.769223000007769e-06    
  573                transform         7     7.769223000007769e-06    
  573                travell'd         7     7.769223000007769e-06    
  573               travellers         7     7.769223000007769e-06    
  573                  trivial         7     7.769223000007769e-06    
  573                  truth's         7     7.769223000007769e-06    
  573                   truths         7     7.769223000007769e-06    
  573                   tumble         7     7.769223000007769e-06    
  573                    turks         7     7.769223000007769e-06    
  573                    unarm         7     7.769223000007769e-06    
  573                  unarm'd         7     7.769223000007769e-06    
  573                   uneven         7     7.769223000007769e-06    
  573                    unity         7     7.769223000007769e-06    
  573                 unjustly         7     7.769223000007769e-06    
  573                unluckily         7     7.769223000007769e-06    
  573                  unquiet         7     7.769223000007769e-06    
  573                   unrest         7     7.769223000007769e-06    
  573                    untie         7     7.769223000007769e-06    
  573                   untrue         7     7.769223000007769e-06    
  573              unwholesome         7     7.769223000007769e-06    
  573                    upper         7     7.769223000007769e-06    
  573                  usurper         7     7.769223000007769e-06    
  573                uttermost         7     7.769223000007769e-06    
  573                    valor         7     7.769223000007769e-06    
  573                  vapours         7     7.769223000007769e-06    
  573                    venge         7     7.769223000007769e-06    
  573                  verdict         7     7.769223000007769e-06    
  573                      via         7     7.769223000007769e-06    
  573                villain's         7     7.769223000007769e-06    
  573                     vine         7     7.769223000007769e-06    
  573                  violets         7     7.769223000007769e-06    
  573                  vizards         7     7.769223000007769e-06    
  573                volscians         7     7.769223000007769e-06    
  573                     wage         7     7.769223000007769e-06    
  573                   warm'd         7     7.769223000007769e-06    
  573                    weeks         7     7.769223000007769e-06    
  573                  weep'st         7     7.769223000007769e-06    
  573                 welcomes         7     7.769223000007769e-06    
  573                  whereat         7     7.769223000007769e-06    
  573                    wight         7     7.769223000007769e-06    
  573                wiltshire         7     7.769223000007769e-06    
  573                    windy         7     7.769223000007769e-06    
  573                 womanish         7     7.769223000007769e-06    
  573                    woo't         7     7.769223000007769e-06    
  573                 woodcock         7     7.769223000007769e-06    
  573                woodville         7     7.769223000007769e-06    
  573                   wooers         7     7.769223000007769e-06    
  573                 wounding         7     7.769223000007769e-06    
  573                  wrangle         7     7.769223000007769e-06    
  573                  wrestle         7     7.769223000007769e-06    
  573                 wrestler         7     7.769223000007769e-06    
  573                  writers         7     7.769223000007769e-06    
  574                abandon'd         6     6.659334000006659e-06    
  574                 abstract         6     6.659334000006659e-06    
  574                   accost         6     6.659334000006659e-06    
  574              accusations         6     6.659334000006659e-06    
  574                 accusers         6     6.659334000006659e-06    
  574                    aches         6     6.659334000006659e-06    
  574                   across         6     6.659334000006659e-06    
  574                   active         6     6.659334000006659e-06    
  574                  admiral         6     6.659334000006659e-06    
  574                 admiring         6     6.659334000006659e-06    
  574                  adopted         6     6.659334000006659e-06    
  574                adversary         6     6.659334000006659e-06    
  574                  affable         6     6.659334000006659e-06    
  574               affrighted         6     6.659334000006659e-06    
  574              agamemnon's         6     6.659334000006659e-06    
  574                agincourt         6     6.659334000006659e-06    
  574                    agony         6     6.659334000006659e-06    
  574                    aim'd         6     6.659334000006659e-06    
  574                 albany's         6     6.659334000006659e-06    
  574                alisander         6     6.659334000006659e-06    
  574                   allies         6     6.659334000006659e-06    
  574                    amber         6     6.659334000006659e-06    
  574                   anchor         6     6.659334000006659e-06    
  574                  anguish         6     6.659334000006659e-06    
  574                 anywhere         6     6.659334000006659e-06    
  574                 appeared         6     6.659334000006659e-06    
  574              arbitrement         6     6.659334000006659e-06    
  574                   arbour         6     6.659334000006659e-06    
  574               arithmetic         6     6.659334000006659e-06    
  574                  arraign         6     6.659334000006659e-06    
  574                  arrival         6     6.659334000006659e-06    
  574                arrogance         6     6.659334000006659e-06    
  574               artificial         6     6.659334000006659e-06    
  574                 aspiring         6     6.659334000006659e-06    
  574                 augustus         6     6.659334000006659e-06    
  574               auspicious         6     6.659334000006659e-06    
  574                  awaking         6     6.659334000006659e-06    
  574                 babbling         6     6.659334000006659e-06    
  574                      ban         6     6.659334000006659e-06    
  574                     bane         6     6.659334000006659e-06    
  574                 banquo's         6     6.659334000006659e-06    
  574                 barefoot         6     6.659334000006659e-06    
  574                    barks         6     6.659334000006659e-06    
  574                   barons         6     6.659334000006659e-06    
  574                  bashful         6     6.659334000006659e-06    
  574                    basis         6     6.659334000006659e-06    
  574                    bathe         6     6.659334000006659e-06    
  574                  batt'ry         6     6.659334000006659e-06    
  574                    bawds         6     6.659334000006659e-06    
  574                   beaver         6     6.659334000006659e-06    
  574                     beer         6     6.659334000006659e-06    
  574                   beetle         6     6.659334000006659e-06    
  574               behaviours         6     6.659334000006659e-06    
  574                 beheaded         6     6.659334000006659e-06    
  574                 believed         6     6.659334000006659e-06    
  574              benediction         6     6.659334000006659e-06    
  574                  berries         6     6.659334000006659e-06    
  574                   beseem         6     6.659334000006659e-06    
  574                    beset         6     6.659334000006659e-06    
  574                  bespeak         6     6.659334000006659e-06    
  574                  bestrid         6     6.659334000006659e-06    
  574                   betake         6     6.659334000006659e-06    
  574                   bewray         6     6.659334000006659e-06    
  574                     bier         6     6.659334000006659e-06    
  574                     bits         6     6.659334000006659e-06    
  574                  blanket         6     6.659334000006659e-06    
  574                   blazon         6     6.659334000006659e-06    
  574                bloodless         6     6.659334000006659e-06    
  574                 blossoms         6     6.659334000006659e-06    
  574                  blush'd         6     6.659334000006659e-06    
  574                    boats         6     6.659334000006659e-06    
  574                    bodes         6     6.659334000006659e-06    
  574                     boil         6     6.659334000006659e-06    
  574                   bolder         6     6.659334000006659e-06    
  574                      bon         6     6.659334000006659e-06    
  574                   bonnet         6     6.659334000006659e-06    
  574                    brach         6     6.659334000006659e-06    
  574                brainford         6     6.659334000006659e-06    
  574                   brav'd         6     6.659334000006659e-06    
  574                  bravery         6     6.659334000006659e-06    
  574                   brawls         6     6.659334000006659e-06    
  574                    bribe         6     6.659334000006659e-06    
  574                    brier         6     6.659334000006659e-06    
  574                     brim         6     6.659334000006659e-06    
  574                    broil         6     6.659334000006659e-06    
  574                   broker         6     6.659334000006659e-06    
  574              brotherhood         6     6.659334000006659e-06    
  574                  brutish         6     6.659334000006659e-06    
  574                  buckled         6     6.659334000006659e-06    
  574                   builds         6     6.659334000006659e-06    
  574                  burthen         6     6.659334000006659e-06    
  574                caithness         6     6.659334000006659e-06    
  574              calf's-skin         6     6.659334000006659e-06    
  574                   canary         6     6.659334000006659e-06    
  574                 cank'red         6     6.659334000006659e-06    
  574                    canon         6     6.659334000006659e-06    
  574                captain's         6     6.659334000006659e-06    
  574                captivity         6     6.659334000006659e-06    
  574                 capulets         6     6.659334000006659e-06    
  574                     card         6     6.659334000006659e-06    
  574                   career         6     6.659334000006659e-06    
  574                     cart         6     6.659334000006659e-06    
  574                   carved         6     6.659334000006659e-06    
  574                     cats         6     6.659334000006659e-06    
  574                  caution         6     6.659334000006659e-06    
  574                    caves         6     6.659334000006659e-06    
  574                 celerity         6     6.659334000006659e-06    
  574                centurion         6     6.659334000006659e-06    
  574                   chairs         6     6.659334000006659e-06    
  574                     cham         6     6.659334000006659e-06    
  574                  changed         6     6.659334000006659e-06    
  574                  charm'd         6     6.659334000006659e-06    
  574                  charmed         6     6.659334000006659e-06    
  574                 charming         6     6.659334000006659e-06    
  574                  cheater         6     6.659334000006659e-06    
  574                  check'd         6     6.659334000006659e-06    
  574                  cheer'd         6     6.659334000006659e-06    
  574                   chests         6     6.659334000006659e-06    
  574                childhood         6     6.659334000006659e-06    
  574                   chrish         6     6.659334000006659e-06    
  574               chronicles         6     6.659334000006659e-06    
  574                churchmen         6     6.659334000006659e-06    
  574                 civility         6     6.659334000006659e-06    
  574                claudio's         6     6.659334000006659e-06    
  574                  clear'd         6     6.659334000006659e-06    
  574                  clearly         6     6.659334000006659e-06    
  574                     clog         6     6.659334000006659e-06    
  574                 cloister         6     6.659334000006659e-06    
  574                 cloten's         6     6.659334000006659e-06    
  574                   cloven         6     6.659334000006659e-06    
  574                    coach         6     6.659334000006659e-06    
  574               coal-black         6     6.659334000006659e-06    
  574                   colder         6     6.659334000006659e-06    
  574                   colors         6     6.659334000006659e-06    
  574                   comely         6     6.659334000006659e-06    
  574                comforted         6     6.659334000006659e-06    
  574                commoners         6     6.659334000006659e-06    
  574                compass'd         6     6.659334000006659e-06    
  574              complexions         6     6.659334000006659e-06    
  574                compounds         6     6.659334000006659e-06    
  574                conceited         6     6.659334000006659e-06    
  574                conceiv'd         6     6.659334000006659e-06    
  574                concludes         6     6.659334000006659e-06    
  574             confirmation         6     6.659334000006659e-06    
  574                 confused         6     6.659334000006659e-06    
  574                 conjurer         6     6.659334000006659e-06    
  574               conquering         6     6.659334000006659e-06    
  574               conquerors         6     6.659334000006659e-06    
  574                 consents         6     6.659334000006659e-06    
  574               constantly         6     6.659334000006659e-06    
  574               constraint         6     6.659334000006659e-06    
  574                  consuls         6     6.659334000006659e-06    
  574                 consum'd         6     6.659334000006659e-06    
  574               containing         6     6.659334000006659e-06    
  574                contriv'd         6     6.659334000006659e-06    
  574                  cooling         6     6.659334000006659e-06    
  574                    cools         6     6.659334000006659e-06    
  574                  cottage         6     6.659334000006659e-06    
  574              counsellors         6     6.659334000006659e-06    
  574                 counties         6     6.659334000006659e-06    
  574                 creditor         6     6.659334000006659e-06    
  574                 currents         6     6.659334000006659e-06    
  574                  cursing         6     6.659334000006659e-06    
  574                customary         6     6.659334000006659e-06    
  574                  cypress         6     6.659334000006659e-06    
  574                     dale         6     6.659334000006659e-06    
  574                   damsel         6     6.659334000006659e-06    
  574                   danc'd         6     6.659334000006659e-06    
  574                   daniel         6     6.659334000006659e-06    
  574                   danish         6     6.659334000006659e-06    
  574                   darest         6     6.659334000006659e-06    
  574                  dastard         6     6.659334000006659e-06    
  574                  dawning         6     6.659334000006659e-06    
  574                     daws         6     6.659334000006659e-06    
  574                  dear'st         6     6.659334000006659e-06    
  574                death-bed         6     6.659334000006659e-06    
